Time,Motion (Triggered),Distance (in CM),CO2 ( in PPM),Manual Occupancy (1 = TRUE)
13:58:15,0,-1,2611,1
13:58:16,0,-1,2611,1
13:58:17,0,63.52,2577,1
13:58:18,0,63.59,2577,1
13:58:19,0,64.5,2577,1
13:58:20,0,63.26,2577,1
13:58:21,0,63.22,2557,1
13:58:22,0,63.12,2557,1
13:58:23,0,43.69,2557,1
13:58:24,0,65.03,2557,1
13:58:25,0,64.16,2520,1
13:58:26,0,-1,2520,1
13:58:27,0,62.5,2520,1
13:58:28,0,41.31,2497,1
13:58:29,1,59.43,2497,1
13:58:30,1,58.41,2497,1
13:58:31,1,58.28,2497,1
13:58:32,1,61.97,2512,1
13:58:33,1,60.81,2512,1
13:58:34,1,59.86,2512,1
13:58:35,1,39.53,2512,1
13:58:36,1,59.16,2544,1
13:58:37,1,62.38,2544,1
13:58:38,1,41.72,2544,1
13:58:39,1,61.98,2544,1
13:58:40,1,63.33,2583,1
13:58:41,1,63.88,2583,1
13:58:42,1,70.4,2583,1
13:58:43,0,67.53,2583,1
13:58:44,0,41.17,2604,1
13:58:45,0,60.97,2604,1
13:58:46,0,41.05,2604,1
13:58:47,0,41.26,2609,1
13:58:48,1,42.21,2609,1
13:58:49,1,41.79,2609,1
13:58:50,1,43.72,2609,1
13:58:51,1,40.84,2608,1
13:58:52,1,43.24,2608,1
13:58:53,1,64.47,2608,1
13:58:54,1,63.67,2608,1
13:58:55,1,42.14,2599,1
13:58:56,1,41.28,2599,1
13:58:57,1,-1,2599,1
13:58:58,1,61.9,2599,1
13:58:59,1,61.76,2587,1
13:59:00,1,66.84,2587,1
13:59:01,1,-1,2587,1
13:59:02,0,65.86,2587,1
13:59:03,0,41.66,2571,1
13:59:04,0,42.12,2571,1
13:59:05,0,62.66,2571,1
13:59:06,0,43.31,2563,1
13:59:07,0,-1,2563,1
13:59:08,0,-1,2563,1
13:59:09,0,64.14,2563,1
13:59:10,0,65.84,2548,1
13:59:11,0,42.48,2548,1
13:59:12,0,66.36,2548,1
13:59:13,0,-1,2548,1
13:59:14,0,65.29,2544,1
13:59:15,0,66.53,2544,1
13:59:16,0,-1,2544,1
13:59:17,0,66.07,2544,1
13:59:18,0,43.31,2546,1
13:59:19,0,42.48,2546,1
13:59:20,0,-1,2546,1
13:59:21,0,65.57,2546,1
13:59:22,0,66.45,2539,1
13:59:23,0,68.64,2539,1
13:59:24,0,64.57,2539,1
13:59:25,0,64.5,2533,1
13:59:26,0,67.55,2533,1
13:59:27,0,-1,2533,1
13:59:28,0,63.19,2533,1
13:59:29,0,-1,2529,1
13:59:30,0,-1,2529,1
13:59:31,0,64.41,2529,1
13:59:32,0,-1,2529,1
13:59:33,0,-1,2541,1
13:59:34,0,42.9,2541,1
13:59:35,0,70.41,2541,1
13:59:36,0,43.72,2541,1
13:59:37,0,65.59,2544,1
13:59:38,0,42.97,2544,1
13:59:39,0,-1,2544,1
13:59:40,0,64.98,2544,1
13:59:41,0,66.21,2555,1
13:59:42,0,65.17,2555,1
13:59:43,0,42.9,2555,1
13:59:44,0,65.03,2555,1
13:59:45,0,-1,2559,1
13:59:46,0,42.91,2559,1
13:59:47,0,65.09,2559,1
13:59:48,0,65.43,2565,1
13:59:49,0,63.33,2565,1
13:59:50,0,66.98,2565,1
13:59:51,0,65.84,2565,1
13:59:52,0,-1,2571,1
13:59:53,0,42.07,2571,1
13:59:54,0,65.29,2571,1
13:59:55,0,42.55,2571,1
13:59:56,0,66.66,2570,1
13:59:57,0,68.57,2570,1
13:59:58,0,65.64,2570,1
13:59:59,0,-1,2570,1
14:00:00,0,61.59,2565,1
14:00:01,0,43.84,2565,1
14:00:02,0,34.48,2565,1
14:00:03,0,65.53,2565,1
14:00:04,0,43.45,2558,1
14:00:05,0,66.69,2558,1
14:00:06,0,43.03,2558,1
14:00:07,0,42.57,2552,1
14:00:08,0,67.48,2552,1
14:00:09,0,64.09,2552,1
14:00:10,0,66.45,2552,1
14:00:11,0,61.29,2541,1
14:00:12,0,62.78,2541,1
14:00:13,0,42.57,2541,1
14:00:14,0,65.57,2541,1
14:00:15,0,64.76,2530,1
14:00:16,0,65.57,2530,1
14:00:17,0,-1,2530,1
14:00:18,0,64.66,2530,1
14:00:19,0,65.64,2522,1
14:00:20,0,-1,2522,1
14:00:21,0,-1,2522,1
14:00:22,0,66.1,2522,1
14:00:23,0,66.59,2512,1
14:00:24,0,62.03,2512,1
14:00:25,0,63.41,2512,1
14:00:26,0,42.57,2506,1
14:00:27,0,64.28,2506,1
14:00:28,0,67.74,2506,1
14:00:29,0,-1,2506,1
14:00:30,0,65.91,2498,1
14:00:31,0,65.38,2498,1
14:00:32,0,65.17,2498,1
14:00:33,0,65.17,2498,1
14:00:34,0,66.86,2490,1
14:00:35,0,67.67,2490,1
14:00:36,0,65.17,2490,1
14:00:37,0,65.62,2490,1
14:00:38,0,42.48,2481,1
14:00:39,0,68.28,2481,1
14:00:40,0,66.45,2481,1
14:00:41,0,67.62,2481,1
14:00:42,0,64.76,2471,1
14:00:43,0,-1,2471,1
14:00:44,0,66.72,2471,1
14:00:45,0,65.36,2470,1
14:00:46,0,66.93,2470,1
14:00:47,0,68.16,2470,1
14:00:48,0,-1,2470,1
14:00:49,0,64.28,2470,1
14:00:50,0,65.38,2470,1
14:00:51,0,67.41,2470,1
14:00:52,0,64.57,2470,1
14:00:53,0,64.53,2470,1
14:00:54,0,65.5,2470,1
14:00:55,0,-1,2470,1
14:00:56,0,66.1,2470,1
14:00:57,0,42.57,2472,1
14:00:58,0,71.9,2472,1
14:00:59,0,65.72,2472,1
14:01:00,0,67.34,2472,1
14:01:01,0,66.1,2470,1
14:01:02,0,65.78,2470,1
14:01:03,0,67.97,2470,1
14:01:04,0,65.52,2470,1
14:01:05,0,65.71,2471,1
14:01:06,0,68.17,2471,1
14:01:07,0,68.02,2471,1
14:01:08,0,-1,2472,1
14:01:09,0,66.79,2472,1
14:01:10,0,66.26,2472,1
14:01:11,0,63.12,2472,1
14:01:12,0,-1,2475,1
14:01:13,0,-1,2475,1
14:01:14,0,66.4,2475,1
14:01:15,1,68.41,2475,1
14:01:16,1,71.28,2477,1
14:01:17,1,70.07,2477,1
14:01:18,1,-1,2477,1
14:01:19,1,42.83,2477,1
14:01:20,1,66.72,2477,1
14:01:21,1,66.6,2477,1
14:01:22,1,68,2477,1
14:01:23,1,64.28,2477,1
14:01:24,1,68.43,2477,1
14:01:25,1,64.55,2477,1
14:01:26,1,67.22,2477,1
14:01:27,1,-1,2476,1
14:01:28,1,-1,2476,1
14:01:29,1,-1,2476,1
14:01:30,0,64.81,2476,1
14:01:31,0,43.78,2478,1
14:01:32,0,63.41,2478,1
14:01:33,0,65.03,2478,1
14:01:34,0,62.72,2478,1
14:01:35,0,43.84,2479,1
14:01:36,0,61.76,2479,1
14:01:37,0,66.95,2479,1
14:01:38,0,66.17,2479,1
14:01:39,0,67.26,2481,1
14:01:40,0,69.98,2481,1
14:01:41,1,-1,2481,1
14:01:42,1,52.45,2481,1
14:01:43,1,40.36,2482,1
14:01:44,1,59.47,2482,1
14:01:45,1,62.71,2482,1
14:01:46,1,64.07,2485,1
14:01:47,1,-1,2485,1
14:01:48,1,-1,2485,1
14:01:49,1,-1,2485,1
14:01:50,1,64.14,2489,1
14:01:51,1,62.38,2489,1
14:01:52,1,67.6,2489,1
14:01:53,1,-1,2489,1
14:01:54,1,-1,2520,1
14:01:55,0,65.38,2520,1
14:01:56,0,65.71,2520,1
14:01:57,0,67.41,2520,1
14:01:58,0,66.47,2537,1
14:01:59,0,-1,2537,1
14:02:00,1,-1,2537,1
14:02:01,1,41.28,2537,1
14:02:02,1,-1,2550,1
14:02:03,1,68.78,2550,1
14:02:04,1,-1,2550,1
14:02:05,1,-1,2563,1
14:02:06,1,-1,2563,1
14:02:07,1,-1,2563,1
14:02:08,1,-1,2563,1
14:02:09,1,-1,2576,1
14:02:10,1,-1,2576,1
14:02:11,1,-1,2576,1
14:02:12,1,-1,2576,1
14:02:13,1,-1,2585,1
14:02:14,0,-1,2585,1
14:02:15,0,-1,2585,1
14:02:16,0,-1,2585,1
14:02:17,0,67.48,2589,1
14:02:18,0,-1,2589,1
14:02:19,0,68.29,2589,1
14:02:20,0,-1,2589,1
14:02:21,0,-1,2590,1
14:02:22,0,-1,2590,1
14:02:23,0,-1,2590,1
14:02:24,0,-1,2587,1
14:02:25,0,-1,2587,1
14:02:26,0,-1,2587,1
14:02:27,0,-1,2587,1
14:02:28,0,-1,2586,1
14:02:29,0,61.62,2586,1
14:02:30,0,67.81,2586,1
14:02:31,0,-1,2586,1
14:02:32,0,-1,2580,1
14:02:33,0,61.57,2580,1
14:02:34,0,-1,2580,1
14:02:35,0,-1,2580,1
14:02:36,0,62.71,2574,1
14:02:37,0,65.17,2574,1
14:02:38,0,-1,2574,1
14:02:39,0,-1,2566,1
14:02:40,0,62.31,2566,1
14:02:41,0,64.74,2566,1
14:02:42,0,-1,2566,1
14:02:43,0,63.95,2560,1
14:02:44,0,62.98,2560,1
14:02:45,0,66.93,2560,1
14:02:46,1,-1,2560,1
14:02:47,1,65.22,2551,1
14:02:48,1,67.47,2551,1
14:02:49,1,69.14,2551,1
14:02:50,1,66.05,2551,1
14:02:51,1,67.36,2541,1
14:02:52,1,-1,2541,1
14:02:53,1,-1,2541,1
14:02:54,1,-1,2541,1
14:02:55,1,-1,2533,1
14:02:56,1,67.02,2533,1
14:02:57,1,64.16,2533,1
14:02:58,1,-1,2527,1
14:02:59,1,-1,2527,1
14:03:00,0,64.48,2527,1
14:03:01,0,-1,2527,1
14:03:02,0,-1,2520,1
14:03:03,0,-1,2520,1
14:03:04,0,65.43,2520,1
14:03:05,0,-1,2520,1
14:03:06,0,68.34,2511,1
14:03:07,0,-1,2511,1
14:03:08,0,66.72,2511,1
14:03:09,0,-1,2511,1
14:03:10,0,65.31,2505,1
14:03:11,0,-1,2505,1
14:03:12,0,68.76,2505,1
14:03:13,0,64.62,2505,1
14:03:14,0,64.36,2498,1
14:03:15,0,66.05,2498,1
14:03:16,0,66.72,2498,1
14:03:17,0,67.69,2494,1
14:03:18,0,-1,2494,1
14:03:19,0,67.62,2494,1
14:03:20,0,-1,2494,1
14:03:21,0,-1,2487,1
14:03:22,0,65.34,2487,1
14:03:23,0,64.19,2487,1
14:03:24,0,62.57,2487,1
14:03:25,0,-1,2487,1
14:03:26,0,-1,2487,1
14:03:27,0,-1,2487,1
14:03:28,0,65.02,2487,1
14:03:29,0,64.07,2485,1
14:03:30,0,68.36,2485,1
14:03:31,0,64.9,2485,1
14:03:32,0,63.76,2485,1
14:03:33,0,65.84,2486,1
14:03:34,0,67.07,2486,1
14:03:35,0,-1,2486,1
14:03:36,0,67.4,2488,1
14:03:37,0,64.21,2488,1
14:03:38,0,62.91,2488,1
14:03:39,0,64.16,2488,1
14:03:40,0,63.76,2489,1
14:03:41,0,-1,2489,1
14:03:42,0,16.5,2489,1
14:03:43,0,64.07,2489,1
14:03:44,0,64.53,2489,1
14:03:45,0,64.55,2489,1
14:03:46,0,67.98,2489,1
14:03:47,0,64.09,2489,1
14:03:48,0,63.81,2489,1
14:03:49,0,-1,2489,1
14:03:50,0,-1,2489,1
14:03:51,0,65.84,2489,1
14:03:52,0,66.38,2490,1
14:03:53,0,68.43,2490,1
14:03:54,0,-1,2490,1
14:03:55,0,70.95,2489,1
14:03:56,0,66.38,2489,1
14:03:57,0,65.57,2489,1
14:03:58,0,-1,2489,1
14:03:59,0,69.66,2489,1
14:04:00,0,65.98,2489,1
14:04:01,0,64.62,2489,1
14:04:02,0,-1,2489,1
14:04:03,0,68.29,2490,1
14:04:04,0,68.09,2490,1
14:04:05,0,72.33,2490,1
14:04:06,0,-1,2490,1
14:04:07,0,-1,2490,1
14:04:08,0,-1,2490,1
14:04:09,0,-1,2490,1
14:04:10,0,68.84,2489,1
14:04:11,0,66.79,2489,1
14:04:12,0,-1,2489,1
14:04:13,0,65.03,2489,1
14:04:14,0,63,2489,1
14:04:15,0,67.55,2489,1
14:04:16,0,-1,2489,1
14:04:17,0,-1,2489,1
14:04:18,0,71.31,2487,1
14:04:19,0,65.02,2487,1
14:04:20,0,72.17,2487,1
14:04:21,0,-1,2487,1
14:04:22,0,66.33,2487,1
14:04:23,0,-1,2487,1
14:04:24,0,64.71,2487,1
14:04:25,0,67.69,2487,1
14:04:26,0,68.16,2485,1
14:04:27,0,-1,2485,1
14:04:28,0,65.84,2485,1
14:04:29,0,-1,2485,1
14:04:30,0,-1,2483,1
14:04:31,0,-1,2483,1
14:04:32,0,-1,2483,1
14:04:33,0,-1,2481,1
14:04:34,0,-1,2481,1
14:04:35,0,67.62,2481,1
14:04:36,0,65.22,2481,1
14:04:37,0,-1,2479,1
14:04:38,0,-1,2479,1
14:04:39,0,69.31,2479,1
14:04:40,0,65.36,2479,1
14:04:41,0,-1,2480,1
14:04:42,0,67.74,2480,1
14:04:43,0,-1,2480,1
14:04:44,0,66.31,2480,1
14:04:45,0,-1,2480,1
14:04:46,0,-1,2480,1
14:04:47,0,-1,2480,1
14:04:48,0,-1,2481,1
14:04:49,0,16.84,2481,1
14:04:50,0,-1,2481,1
14:04:51,0,67.62,2481,1
14:04:52,0,-1,2483,1
14:04:53,0,66.74,2483,1
14:04:54,0,65.09,2483,1
14:04:55,0,66.71,2483,1
14:04:56,0,68.55,2483,1
14:04:57,0,-1,2483,1
14:04:58,0,69.45,2483,1
14:04:59,0,72.59,2483,1
14:05:00,0,70.28,2488,1
14:05:01,0,-1,2488,1
14:05:02,0,71.93,2488,1
14:05:03,0,68.9,2490,1
14:05:04,0,-1,2490,1
14:05:05,0,67.28,2490,1
14:05:06,0,-1,2490,1
14:05:07,0,-1,2495,1
14:05:08,0,66.79,2495,1
14:05:09,0,68.22,2495,1
14:05:10,0,70.74,2495,1
14:05:11,0,72.45,2500,1
14:05:12,0,70.62,2500,1
14:05:13,0,-1,2500,1
14:05:14,0,-1,2500,1
14:05:15,0,-1,2505,1
14:05:16,0,72.28,2505,1
14:05:17,0,66.47,2505,1
14:05:18,0,-1,2505,1
14:05:19,0,-1,2505,1
14:05:20,0,-1,2505,1
14:05:21,0,-1,2505,1
14:05:22,0,-1,2506,1
14:05:23,0,-1,2506,1
14:05:24,0,73.95,2506,1
14:05:25,0,-1,2506,1
14:05:26,0,70.62,2508,1
14:05:27,0,-1,2508,1
14:05:28,0,63.62,2508,1
14:05:29,0,64.07,2508,1
14:05:30,0,66.28,2510,1
14:05:31,0,65.22,2510,1
14:05:32,0,68.64,2510,1
14:05:33,0,-1,2510,1
14:05:34,0,66.12,2508,1
14:05:35,0,65.38,2508,1
14:05:36,0,-1,2508,1
14:05:37,0,-1,2508,1
14:05:38,0,-1,2508,1
14:05:39,0,-1,2508,1
14:05:40,0,67.34,2508,1
14:05:41,0,70.36,2507,1
14:05:42,0,66.19,2507,1
14:05:43,0,70.02,2507,1
14:05:44,0,41.19,2507,1
14:05:45,0,68.9,2505,1
14:05:46,0,66.41,2505,1
14:05:47,0,73,2505,1
14:05:48,0,60.95,2505,1
14:05:49,0,70.95,2502,1
14:05:50,0,-1,2502,1
14:05:51,0,63.98,2502,1
14:05:52,0,41.21,2502,1
14:05:53,0,64.28,2500,1
14:05:54,0,62.03,2500,1
14:05:55,0,61.36,2500,1
14:05:56,0,-1,2500,1
14:05:57,0,-1,2500,1
14:05:58,0,65.52,2500,1
14:05:59,0,-1,2500,1
14:06:00,0,41.26,2499,1
14:06:01,0,64.41,2499,1
14:06:02,0,-1,2499,1
14:06:03,0,64.5,2499,1
14:06:04,0,-1,2503,1
14:06:05,0,41.72,2503,1
14:06:06,0,-1,2503,1
14:06:07,0,62.66,2503,1
14:06:08,0,65.69,2518,1
14:06:09,0,68.14,2518,1
14:06:10,0,-1,2518,1
14:06:11,0,64.43,2518,1
14:06:12,0,63.19,2527,1
14:06:13,0,63.95,2527,1
14:06:14,0,-1,2527,1
14:06:15,0,-1,2527,1
14:06:16,0,63.14,2536,1
14:06:17,0,42.9,2536,1
14:06:18,0,41.24,2536,1
14:06:19,0,62.86,2542,1
14:06:20,0,-1,2542,1
14:06:21,0,-1,2542,1
14:06:22,0,-1,2542,1
14:06:23,0,64.05,2546,1
14:06:24,0,64.41,2546,1
14:06:25,0,67.41,2546,1
14:06:26,0,66.07,2546,1
14:06:27,0,-1,2547,1
14:06:28,0,64.29,2547,1
14:06:29,0,-1,2547,1
14:06:30,0,64.97,2547,1
14:06:31,0,-1,2545,1
14:06:32,0,-1,2545,1
14:06:33,0,65.02,2545,1
14:06:34,0,65.29,2545,1
14:06:35,0,43.36,2547,1
14:06:36,0,42.14,2547,1
14:06:37,0,-1,2547,1
14:06:38,0,42.48,2546,1
14:06:39,0,68.83,2546,1
14:06:40,0,43.22,2546,1
14:06:41,0,-1,2546,1
14:06:42,0,69.36,2544,1
14:06:43,0,65.71,2544,1
14:06:44,0,-1,2544,1
14:06:45,0,70.05,2544,1
14:06:46,0,65.03,2543,1
14:06:47,0,64,2543,1
14:06:48,0,62.19,2543,1
14:06:49,0,70.69,2543,1
14:06:50,0,66.05,2540,1
14:06:51,0,64.09,2540,1
14:06:52,0,62.66,2540,1
14:06:53,0,-1,2540,1
14:06:54,0,63.4,2537,1
14:06:55,0,62.79,2537,1
14:06:56,0,-1,2537,1
14:06:57,0,62.72,2537,1
14:06:58,0,66.52,2538,1
14:06:59,0,63,2538,1
14:07:00,0,67.07,2538,1
14:07:01,0,67.6,2536,1
14:07:02,0,68.02,2536,1
14:07:03,0,69.1,2536,1
14:07:04,0,-1,2536,1
14:07:05,0,-1,2535,1
14:07:06,0,65.43,2535,1
14:07:07,0,66.33,2535,1
14:07:08,0,63.74,2535,1
14:07:09,0,-1,2532,1
14:07:10,0,62.72,2532,1
14:07:11,0,65.5,2532,1
14:07:12,0,64.97,2532,1
14:07:13,0,66.33,2528,1
14:07:14,0,64,2528,1
14:07:15,0,31.69,2528,1
14:07:16,0,-1,2528,1
14:07:17,0,68.97,2527,1
14:07:18,0,63.4,2527,1
14:07:19,0,62.98,2527,1
14:07:20,0,69.52,2523,1
14:07:21,0,60.88,2523,1
14:07:22,0,62.57,2523,1
14:07:23,0,-1,2523,1
14:07:24,0,-1,2518,1
14:07:25,0,69.45,2518,1
14:07:26,0,41.66,2518,1
14:07:27,0,65.84,2518,1
14:07:28,0,-1,2515,1
14:07:29,0,-1,2515,1
14:07:30,0,-1,2515,1
14:07:31,0,-1,2515,1
14:07:32,0,-1,2514,1
14:07:33,0,45.41,2514,1
14:07:34,1,67.09,2514,1
14:07:35,1,-1,2514,1
14:07:36,1,-1,2510,1
14:07:37,1,67,2510,1
14:07:38,1,-1,2510,1
14:07:39,1,-1,2546,1
14:07:40,1,-1,2546,1
14:07:41,1,-1,2546,1
14:07:42,1,65.47,2546,1
14:07:43,1,-1,2614,1
14:07:44,1,-1,2614,1
14:07:45,1,-1,2614,1
14:07:46,1,-1,2614,1
14:07:47,1,65.5,2650,1
14:07:48,1,70.4,2650,1
14:07:49,0,65.1,2650,1
14:07:50,0,-1,2650,1
14:07:51,0,-1,2663,1
14:07:52,0,74.43,2663,1
14:07:53,0,-1,2663,1
14:07:54,0,72.84,2654,1
14:07:55,0,-1,2654,1
14:07:56,0,65.43,2654,1
14:07:57,0,-1,2654,1
14:07:58,0,-1,2646,1
14:07:59,0,-1,2646,1
14:08:00,0,-1,2646,1
14:08:01,0,-1,2646,1
14:08:02,0,-1,2632,1
14:08:03,0,-1,2632,1
14:08:04,0,-1,2632,1
14:08:05,0,-1,2632,1
14:08:06,0,64.9,2622,1
14:08:07,0,73.12,2622,1
14:08:08,1,-1,2622,1
14:08:09,1,-1,2622,1
14:08:10,1,16.91,2614,1
14:08:11,1,68.16,2614,1
14:08:12,1,67.12,2614,1
14:08:13,1,-1,2611,1
14:08:14,1,-1,2611,1
14:08:15,1,-1,2611,1
14:08:16,1,16.91,2611,1
14:08:17,1,-1,2591,1
14:08:18,1,-1,2591,1
14:08:19,1,-1,2591,1
14:08:20,1,-1,2591,1
14:08:21,1,-1,2573,1
14:08:22,0,17.31,2573,1
14:08:23,0,-1,2573,1
14:08:24,0,-1,2573,1
14:08:25,0,16.84,2596,1
14:08:26,0,54.48,2596,1
14:08:27,0,-1,2596,1
14:08:28,0,50.79,2671,1
14:08:29,0,47.03,2671,1
14:08:30,0,-1,2671,1
14:08:31,0,-1,2671,1
14:08:32,0,-1,2721,1
14:08:33,0,-1,2721,1
14:08:34,0,-1,2721,1
14:08:35,0,-1,2721,1
14:08:36,0,-1,2743,1
14:08:37,0,70.21,2743,1
14:08:38,0,69.03,2743,1
14:08:39,0,-1,2743,1
14:08:40,0,-1,2747,1
14:08:41,0,16.91,2747,1
14:08:42,0,-1,2747,1
14:08:43,0,-1,2742,1
14:08:44,0,-1,2742,1
14:08:45,0,-1,2742,1
14:08:46,0,-1,2742,1
14:08:47,0,-1,2721,1
14:08:48,0,17.38,2721,1
14:08:49,0,62.98,2721,1
14:08:50,0,-1,2721,1
14:08:51,0,-1,2696,1
14:08:52,0,-1,2696,1
14:08:53,0,-1,2696,1
14:08:54,0,63.19,2696,1
14:08:55,0,-1,2676,1
14:08:56,0,-1,2676,1
14:08:57,0,55.95,2676,1
14:08:58,0,-1,2676,1
14:08:59,0,61.78,2646,1
14:09:00,0,-1,2646,1
14:09:01,0,63.26,2646,1
14:09:02,1,77.12,2620,1
14:09:03,1,73.34,2620,1
14:09:04,1,65.64,2620,1
14:09:05,1,63.53,2620,1
14:09:06,1,62.52,2594,1
14:09:07,1,43.69,2594,1
14:09:08,1,-1,2594,1
14:09:09,1,65.03,2594,1
14:09:10,1,61.71,2596,1
14:09:11,1,62.38,2596,1
14:09:12,1,60.81,2596,1
14:09:13,1,62.6,2596,1
14:09:14,1,66.03,2600,1
14:09:15,1,63.19,2600,1
14:09:16,0,-1,2600,1
14:09:17,0,-1,2600,1
14:09:18,0,59.88,2616,1
14:09:19,0,64.28,2616,1
14:09:20,0,-1,2616,1
14:09:21,0,-1,2650,1
14:09:22,0,63.36,2650,1
14:09:23,0,66.79,2650,1
14:09:24,0,61.57,2650,1
14:09:25,0,-1,2660,1
14:09:26,0,62.1,2660,1
14:09:27,0,68.97,2660,1
14:09:28,1,75.05,2660,1
14:09:29,1,-1,2657,1
14:09:30,1,78.53,2657,1
14:09:31,1,78.4,2657,1
14:09:32,1,76.14,2657,1
14:09:33,1,65.33,2654,1
14:09:34,1,45,2654,1
14:09:35,1,61.5,2654,1
14:09:36,1,61.16,2654,1
14:09:37,1,62.64,2645,1
14:09:38,1,62.57,2645,1
14:09:39,1,62.22,2645,1
14:09:40,1,63.93,2639,1
14:09:41,1,-1,2639,1
14:09:42,1,67.53,2639,1
14:09:43,0,-1,2639,1
14:09:44,0,66.86,2633,1
14:09:45,0,64.9,2633,1
14:09:46,0,68.09,2633,1
14:09:47,0,65.28,2633,1
14:09:48,0,62.79,2626,1
14:09:49,0,-1,2626,1
14:09:50,1,76.07,2626,1
14:09:51,1,-1,2626,1
14:09:52,1,65.43,2623,1
14:09:53,1,-1,2623,1
14:09:54,1,-1,2623,1
14:09:55,1,-1,2623,1
14:09:56,1,-1,2616,1
14:09:57,1,-1,2616,1
14:09:58,1,-1,2616,1
14:09:59,1,-1,2609,1
14:10:00,1,-1,2609,1
14:10:01,1,-1,2609,1
14:10:02,1,-1,2609,1
14:10:03,1,61.5,2600,1
14:10:04,0,43.16,2600,1
14:10:05,0,58.28,2600,1
14:10:06,0,40.34,2600,1
14:10:07,0,-1,2591,1
14:10:08,0,60.95,2591,1
14:10:09,0,61.22,2591,1
14:10:10,0,61.84,2591,1
14:10:11,0,60.36,2578,1
14:10:12,0,60.88,2578,1
14:10:13,0,60.76,2578,1
14:10:14,0,48,2578,1
14:10:15,1,31.19,2571,1
14:10:16,1,60.29,2571,1
14:10:17,1,57.19,2571,1
14:10:18,1,59.03,2571,1
14:10:19,1,60.9,2576,1
14:10:20,1,-1,2576,1
14:10:21,1,60.57,2576,1
14:10:22,1,57.53,2581,1
14:10:23,1,-1,2581,1
14:10:24,1,-1,2581,1
14:10:25,1,62.05,2581,1
14:10:26,1,59.57,2581,1
14:10:27,1,61.34,2581,1
14:10:28,1,73.97,2581,1
14:10:29,0,-1,2581,1
14:10:30,0,-1,2577,1
14:10:31,0,-1,2577,1
14:10:32,0,58.21,2577,1
14:10:33,0,58.97,2577,1
14:10:34,0,61.09,2642,1
14:10:35,0,-1,2642,1
14:10:36,0,65.03,2642,1
14:10:37,0,61.03,2642,1
14:10:38,0,60.28,2698,1
14:10:39,0,64.62,2698,1
14:10:40,0,-1,2698,1
14:10:41,0,59.26,2741,1
14:10:42,0,59.79,2741,1
14:10:43,0,60.6,2741,1
14:10:44,0,59.79,2741,1
14:10:45,0,62.16,2753,1
14:10:46,0,-1,2753,1
14:10:47,0,66.12,2753,1
14:10:48,0,69.66,2753,1
14:10:49,1,-1,2752,1
14:10:50,1,60.67,2752,1
14:10:51,1,61.43,2752,1
14:10:52,1,68.71,2752,1
14:10:53,1,58.76,2730,1
14:10:54,1,46.29,2730,1
14:10:55,1,65.24,2730,1
14:10:56,1,45,2730,1
14:10:57,1,64.02,2714,1
14:10:58,1,64.21,2714,1
14:10:59,1,46.57,2714,1
14:11:00,1,64.1,2703,1
14:11:01,1,67.88,2703,1
14:11:02,1,61.09,2703,1
14:11:03,1,64.55,2703,1
14:11:04,0,63.67,2698,1
14:11:05,0,65.45,2698,1
14:11:06,0,67.28,2698,1
14:11:07,0,47.86,2698,1
14:11:08,0,58.62,2697,1
14:11:09,0,59.9,2697,1
14:11:10,0,65.72,2697,1
14:11:11,0,-1,2697,1
14:11:12,0,-1,2685,1
14:11:13,0,63.67,2685,1
14:11:14,0,64.03,2685,1
14:11:15,0,46.22,2685,1
14:11:16,0,45.9,2682,1
14:11:17,0,45.41,2682,1
14:11:18,0,44.79,2682,1
14:11:19,0,45.67,2682,1
14:11:20,0,47.81,2685,1
14:11:21,0,45.74,2685,1
14:11:22,0,45.74,2685,1
14:11:23,0,60.88,2692,1
14:11:24,0,59.93,2692,1
14:11:25,0,59.59,2692,1
14:11:26,0,61.91,2692,1
14:11:27,0,61.29,2697,1
14:11:28,0,64.69,2697,1
14:11:29,0,46.98,2697,1
14:11:30,0,64.97,2697,1
14:11:31,0,65.36,2694,1
14:11:32,0,63.81,2694,1
14:11:33,0,64.62,2694,1
14:11:34,0,63.81,2694,1
14:11:35,0,62.1,2693,1
14:11:36,0,46.57,2693,1
14:11:37,0,46.97,2693,1
14:11:38,0,60.81,2693,1
14:11:39,0,66.24,2686,1
14:11:40,0,46.17,2686,1
14:11:41,0,61.74,2686,1
14:11:42,0,66.79,2673,1
14:11:43,0,67.19,2673,1
14:11:44,0,83.36,2673,1
14:11:45,1,-1,2673,1
14:11:46,1,-1,2655,1
14:11:47,1,-1,2655,1
14:11:48,1,-1,2655,1
14:11:49,1,82.47,2655,1
14:11:50,1,-1,2638,1
14:11:51,1,72.72,2638,1
14:11:52,1,-1,2638,1
14:11:53,1,16.5,2638,1
14:11:54,1,-1,2618,1
14:11:55,1,16.91,2618,1
14:11:56,1,-1,2618,1
14:11:57,1,74.36,2589,1
14:11:58,1,-1,2589,1
14:11:59,0,-1,2589,1
14:12:00,0,73.47,2589,1
14:12:01,0,72.83,2579,1
14:12:02,0,73.69,2579,1
14:12:03,0,74.29,2579,1
14:12:04,1,48.48,2579,1
14:12:05,1,-1,2556,1
14:12:06,1,-1,2556,1
14:12:07,1,-1,2556,1
14:12:08,1,-1,2556,1
14:12:09,1,-1,2538,1
14:12:10,1,17.33,2538,1
14:12:11,1,-1,2538,1
14:12:12,1,-1,2569,1
